lex_id,apq,pos,en,concept_id,features,,
v_90_b,híš,v,to plant something (var. híh),PLANT,transitive,,
n_195_a,hišan šakyól,n,father-in-law,FATHER-IN-LAW,animate,,
n_196_a,hišáŋ,n,mother-in-law,MOTHER-IN-LAW,animate,,
n_195_b,hišaŋ šakyól,n,father-in-law,FATHER-IN-LAW,animate,,
n_197_a,hišiléˑt,n,younger sister,YOUNGER SISTER,animate,,
n_198_a,hišláwš,n,fever,FEVER,inanimate,,
v_103_a,hišláwš,v,to have a fever,HAVE_FEVER,intransitive,,
n_199_a,hišláwš táˑt,n,yellow fever,YELLOW FEVER,inanimate,,
v_104_a,hitáh,v,to come out,COME_OUT,intransitive,,
v_105_a,hitáwš,v,to let something out,LET_OUT,transitive,,
v_106_a,hitéw,v,to like to do,LIKE_TO_DO,intransitive,,
v_107_a,hitólš,v,to prepare,PREPARE,transitive,,
v_108_a,hitólš,v,to arrange,ARRANGE,transitive,,
v_109_a,hitúlt,v,to put something into fire,PUT_IN_FIRE,transitive,,
n_200_a,hiwálš,n,dream,DREAM,inanimate,,
adj_39_a,hiwéw,adj,strong,STRONG,N/A,,
adj_40_a,hiwéw,adj,powerful,POWERFUL,N/A,,
adj_41_a,hiwéw,adj,holy,HOLY,N/A,,
adj_42_a,hiwéw,adj,hard,HARD,N/A,,
n_201_a,hiwéw,n,power,POWER,inanimate,,
adv_22_a,hiwéwka,adv,much,MUCH,N/A,,
v_110_a,hiwéwš,v,to measure something,MEASURE,transitive,,
n_202_a,hiwéwš,n,measure,MEASURE,inanimate,,
n_203_a,hiwéwš,n,mile,MILE,inanimate,,
n_204_a,hiwéwš,n,hour,HOUR,inanimate,,
n_205_a,hiyáp,n,right there,RIGHT THERE,inanimate,,
n_206_a,hiyékiti,n,sunrise,SUNRISE,inanimate,,
n_207_a,Hiyékiti,n,Eastern Atakapa people,EASTERN ATAKAPA PEOPLE,"proper, animate",,
n_208_a,hiyén,n,pig,PIG,animate,,
n_209_a,hiyén išó·l,n,piglet,PIGLET,animate,,
n_210_a,hiyén kíš,n,sow,SOW,animate,,
num_5_a,hiyén pón,num,one hundred (var. hí·n pón),HUNDRED,N/A,,
num_6_a,hiyén pón cakóp,num,one thousand,THOUSAND,N/A,,
adv_23_a,hiyén pón cakópip,adv,one thousand times,THOUSAND TIMES,N/A,,
num_7_a,hiyén pón cíˑk,num,two hundred,TWO HUNDRED,N/A,,
adv_24_a,hiyén pónip,adv,one hundred times,HUNDRED TIMES,N/A,,
n_211_a,hiyénáˑl,n,pork,PORK,animate,,
n_212_a,hiyénéŋ,n,bacon,BACON,animate,,
n_213_a,hiyénéŋ,n,lard,LARD,animate,,
n_214_a,hiyo·l hicón,n,younger son,YOUNGER SON,animate,,
n_215_a,hiyó·l yúc,n,elder son,ELDER SON,animate,,
n_216_a,hiyóˑl,n,son,SON,animate,,
n_215_b,hiyóˑl yúc,n,elder son,ELDER SON,animate,,
v_111_a,hokicámš,v,to attack someone,ATTACK,transitive,,
v_112_a,hokicóy,v,to intersect,INTERSECT,intransitive,,
v_113_a,hokicóy,v,to cross,CROSS,intransitive,,
adj_43_a,hokicóyš,adj,crossed (design),CROSSED,N/A,,
n_218_a,hokišaˑk,n,cousins,COUSINS,animate,,
adj_44_a,hoktanúk,adj,different,DIFFERENT,N/A,,
adj_45_a,hoktikáw,adj,same,SAME,N/A,,
n_219_a,hokwáŋš,n,war,WAR,inanimate,,
n_220_a,hokwáŋš iša·k,n,soldier,SOLDIER,animate,,
n_221_a,hokwáŋš yokón,n,war song,WAR SONG,inanimate,,
adv_25_a,hokwitólip,adv,at the same time,AT THE SAME TIME,N/A,,
v_116_a,hokyál,v,to marry,MARRY,intransitive,,
n_222_a,hólš,n,north,NORTH,inanimate,,
v_117_a,hólš,v,to put something inside (var inhólš),PUT_INSIDE,transitive,,
n_223_a,hóp,n,hole,HOLE,inanimate,,
v_118_a,hoppáy,v,to divide something,DIVIDE,transitive,,
v_119_a,hoppáy,v,to share something,SHARE,transitive,,
v_120_a,hoppáy,v,to cut up meat,CUT_MEAT,transitive,,
adj_23_b,hópš,adj,hollow,HOLLOW,SG,,
v_121_a,hópš,v,to pierce something,PIERCE,transitive,,
adj_23_c,hopšhópš,adj,hollow,HOLLOW,PL,,
n_224_a,hópšne,n,awl,AWL,inanimate,,
v_122_a,hú,v,to see something,SEE,transitive,,
v_123_a,húhu,v,to look at something,LOOK_AT,transitive,,
adj_46_a,húkin,adj,"deep, of a hole.",DEEP,N/A,,
adj_47_a,húy,adj,under,UNDER,N/A,,
n_225_a,húy okotkámš,n,undershirts,UNDERSHIRT,"PL, inanimate",,
n_225_b,húy okotkáwš,n,undershirt,UNDERSHIRT,"SG, inanimate",,
n_226_a,húyhatké,n,petticoat,PETTICOAT,inanimate,,
n_227_a,í·k,n,drop,DROP,inanimate,,
v_124_a,í·kš,v,to drip,DRIP,intransitive,,
v_125_a,i·twáŋ,v,to lead,LEAD,intransitive,,
v_126_a,ic,v,to wake someone up,WAKE_UP,transitive,,
n_228_a,icák,n,ant,ANT,animate,,
n_229_a,icák iškám,n,large black ant,LARGE BLACK ANT,animate,,
n_230_a,icákpá,n,anthill,ANTHILL,inanimate,,
n_230_b,icáˑkpá,n,anthill,ANTHILL,inanimate,,
v_127_a,icáˑt hikóŋš,v,to bind an infant’s head,BIND_INFANT_HEAD,transitive,,
v_128_a,icáy,v,to parch something,PARCH,transitive,,
v_129_a,icáy,v,to fry something,FRY,transitive,,
n_231_a,icé,n,top of the head,TOP OF THE HEAD,animate,,
n_232_a,icehóp,n,fontanelle,FONTANELLE,animate,,
v_130_a,icéš,v,to go over something,GO_OVER,transitive,,
adv_26_a,icí,adv,up,UP,N/A,,
v_131_a,icic,v,to wake someone up repeatedly,WAKE_UP_REP,transitive,,
n_233_a,icíht,n,noon,NOON,inanimate,,
n_234_a,icíht katpáhiš,n,afternoon,AFTERNOON,inanimate,,
adj_48_a,iciwán,adj,dizzy,DIZZY,N/A,,
n_235_a,íck,n,chest,CHEST,animate,,
n_236_a,ickkawíš,n,coward,COWARD,animate,,
n_96_b,icktattá·t,n,meadowlark,MEADOWLARK,animate,,
v_132_a,icyúc,v,to grow up,GROW_UP,intransitive,,
v_133_a,icyúciš,v,to raise someone,RAISE_SOMEONE,transitive,,
v_134_a,ikháwc,v,to drown,BEFORE LONG,intransitive,,
v_134_b,ikháwš,v,to drown someone,BEFORE LONG,transitive,,
v_135_a,ikíˑk,v,to drip,AWAY,intransitive,,
v_3_b,ikilíkš,v,to make something wet (var. akilíkiš),MAKE_WET,transitive,,
v_136_a,ikóm,v,to fish for something,FISH,transitive,,
v_137_a,ikumákš,v,to dive into water,DIVE,intransitive,,
n_237_a,ikunyúc,n,young person,YOUNG PERSON,animate,,
adj_49_a,íl,adj,green,GREEN,N/A,,
adj_50_a,íl,adj,new,NEW,N/A,,
adj_51_a,íl,adj,raw,RAW,N/A,,
adj_52_a,ilákš,adj,bored,BORED,N/A,,
adj_53_a,ilákš,adj,tired of something,TIRED_OF,N/A,,
v_138_a,iláŋ,v,to mourn,MOURN,intransitive,,
v_139_a,iláŋ,v,to grieve for (object is in directional case),GRIEVE_FOR,intransitive,,
v_140_a,íliš,v,to clean something,CLEAN,transitive,,
adj_54_a,ilú,adj,hot,HOT,N/A,,
n_238_a,ilú,n,summer,SUMMER,inanimate,,
n_239_a,ilú,n,year,YEAR,inanimate,,
n_240_a,ilú,n,heat,HEAT,inanimate,,
n_241_a,ilú tút,n,spring,SPRING,inanimate,,
v_141_a,ilúš,v,to heat something,HEAT,transitive,,
v_142_a,imílš,v,to hate someone,HATE,"transitive, SG_OBJ",,
v_142_b,imímš,v,to hate someone,HATE,"transitive, PL_OBJ",,
v_143_a,ín,v,to ask a question,ASK,intransitive,,
v_115_b,inác,v,to fight someone,FIGHT,transitive,,
adv_27_a,ináha,adv,sort of,SORT OF,N/A,,
adv_28_a,ináha,adv,somewhat,SOMEWHAT,N/A,,
v_144_a,ináw,v,to enter,ENTER,intransitive,,
v_145_a,ináwš,v,to make something enter,MAKE_ENTER,transitive,,
n_242_a,iné,n,wax myrtle,WAX MYRTLE,animate,,
v_146_a,inék,v,to meet someone (var. inúl),MEET,transitive,,
v_117_b,inhólš,v,to put something inside (var hólš),PUT_INSIDE,transitive,,
v_147_a,iníh,v,to come inside,COME_INSIDE,intransitive,,
n_243_a,Inkilíš,n,English,ENGLISH,"proper, animate",,
n_244_a,inkilíš konán,n,Irish potato,IRISH POTATO,animate,,
n_245_a,Inkilíš Táy,n,English Bayou,ENGLISH BAYOU,"proper, animate",,
n_246_a,Inkilíš Yilhiwéw Héc,n,Christmas,CHRISTMAS,"proper, animate",,
n_247_a,Inmantáw,n,name of an Atakapa chief,NAME OF AN ATAKAPA CHIEF,"proper, animate",,
n_248_a,inó,n,side,SIDE,inanimate,,
v_146_b,inúl,v,to meet someone (var. inék),MEET,transitive,,
v_148_a,íŋi,v,to look for something,LOOK_FOR,transitive,,
v_149_a,íŋš,v,to grunt,GRUNT,intransitive,,
n_249_a,ipán,n,male cousin,MALE COUSIN,animate,,
n_250_a,ipšók,n,doctor,DOCTOR,animate,,
v_150_a,ipšók,v,to doctor someone,DOCTOR,transitive,,
adv_29_a,ipúc,adv,only,ONLY,N/A,,
v_151_a,íš,v,to rot,ROT,intransitive,,
v_152_a,íš,v, to stink,STINK,intransitive,,
n_251_a,išá·k wáŋ,n,traveler,TRAVELER,animate,,
n_61_b,iša·kšakkóŋne,n,sheriff,SHERIFF,animate,,
n_252_a,išá·t hál,n,back of the head,BACK OF THE HEAD,animate,,
v_153_a,išák,v,to be born (of humans),BORN,intransitive,,
n_253_a,išáˑk,n,person,PERSON,animate,,
n_254_a,Išáˑk Hicón,n,man’s personal name,MAN’S PERSONAL NAME,"proper, animate",,
n_255_a,išaˑk ikunyúc,n,young man,YOUNG MAN,animate,,
n_256_a,išaˑk káw,n,dead person,DEAD PERSON,"SG, animate",,
n_257_a,išaˑk káw,n,white person,WHITE PERSON,"SG, animate",,
n_258_a,išáˑk kúc,n,Indian,INDIAN,"SG, animate",,
n_258_b,išaˑk kúckuc,n,Indians,INDIAN,"PL, animate",,
n_256_b,išaˑk šappíhk,n,dead people,DEAD PERSON,"PL, animate",,
n_257_b,išaˑk šappíhk,n,white people,WHITE PERSON,"PL, animate",,
n_259_a,išaˑk wáši,n,old man,OLD MAN,"SG, animate",,
n_260_a,išaˑk wáši šokák,n,old men’s dance,OLD MEN’S DANCE,inanimate,,
n_259_b,išaˑk wašwáši,n,old men,OLD MAN,"PL, animate",,
n_261_a,išaˑk wóš kócti,n,left-handed man,LEFT-HANDED MAN,animate,,
n_262_a,išaˑk wóš tól,n,right-handed man,RIGHT-HANDED MAN,animate,,
n_263_a,išaˑkyón,n,wizard,WIZARD,animate,,
n_264_a,išáˑt,n,head,HEAD,animate,,
n_265_a,išáˑt láˑš,n,scalp,SCALP,animate,,
n_266_a,išaˑthatyíncne,n,crown,CROWN,inanimate,,
adj_55_a,išáˑtsim,adj,bare-headed,BARE_HEADED,N/A,,
v_154_a,išáw,v,to catch something (plural object),CATCH,"transitive, PL_OBJ",,
v_155_a,iših,v,to cross over,CROSS_OVER,intransitive,,
n_267_a,išiwéˑt,n,elder sister,ELDER SISTER,animate,,
n_268_a,iškalít,n,child,CHILD,animate,,
adj_56_a,iškám,adj,broad,BROAD,N/A,,
adj_57_a,iškám,adj,thick,THICK,N/A,,
n_254_b,Iskánta,n,man’s personal name,MAN’S PERSONAL NAME,"proper, animate",,
n_269_a,iškišéˑt,n,man’s sister,MAN’S SISTER,animate,,
n_270_a,iškišíl,n,daughter,DAUGHTER,animate,,
n_271_a,išn̥ céˑt,n,woman’s brother,WOMANS BROTHER,animate,,
n_272_a,išn̥ céˑt hicón,n,younger brother,YOUNGER BROTHER,animate,,
n_273_a,išn̥ céˑt hiláy,n,sister-in-law,SISTER-IN-LAW,animate,,
adj_36_b,išó·m,adj,"small, animate (pl)",SMALL,"PL, animate",,
n_125_b,išóˑl,n,nail,NAIL,inanimate,,
n_274_a,išóˑl,n,"young, of animals",YOUNG,animate,,
v_156_a,išóˑmš,v,to give birth to a many offspring (animals),GIVE_BIRTH,transitive,,
n_275_a,išpál,n,piece of pottery,POTTERY,inanimate,,
n_276_a,išpál,n,jar,JAR,inanimate,,
n_277_a,išpál,n,pot,POT,inanimate,,
n_278_a,išpál,n,plate,PLATE,inanimate,,
n_279_a,išpál máŋ,n,dish,DISH,inanimate,,
n_280_a,išteméˑt,n,hat,HAT,inanimate,,
n_281_a,išteméˑt máŋ,n,bonnet,BONNET,inanimate,,
n_282_a,ištóhš,n,mulatto,MULATTO,animate,,
n_283_a,ít,n,dung,DUNG,inanimate,,
n_284_a,íˑt,n,face,FACE,animate,,
n_285_a,íˑt haccákšne,n,towel,TOWEL,inanimate,,
n_155_b,íˑt hathúne,n,mirror,MIRROR,inanimate,,
n_286_a,íˑt hatkópišne,n,white face-paint,WHITE FACE-PAINT,inanimate,,
adj_58_a,itáns,adj,cloudy,CLOUDY,N/A,,
n_287_a,itáns,n,cloud,CLOUD,inanimate,,
n_288_a,itáns,n,sky,SKY,inanimate,,
intr_7_a,itáŋ,intr,where?,WHERE?,N/A,,
n_289_a,itáŋ,n,place,PLACE,inanimate,,
n_290_a,itáŋ moˑn,n,everywhere,EVERYWHERE,inanimate,,
intr_8_a,itáŋike,intr,from where?,FROM_WHERE?,N/A,,
n_291_a,itéˑt,n,father,FATHER,animate,,
n_292_a,itéˑtpél,n,stepfather,STEPFATHER,animate,,
v_157_a,itéw,v,to ride, to sit on (cf. itókiš),RIDE,intransitive,
n_290_b,itháŋ moˑn,n,everywhere,EVERYWHERE,inanimate,,
adj_59_a,ití,adj,dark,DARK,N/A,,
n_293_a,ití,n,night,NIGHT,inanimate,,
adv_30_a,ití,adv,last night,LAST NIGHT,N/A,,
adj_60_a,íti,adj,first in line,FIRST_IN_LINE,N/A,,
n_294_a,íti,n,first,FIRST,inanimate,,
n_295_a,íti,n,front,FRONT,inanimate,,
adv_31_a,íti,adv,more,MORE,N/A,,
adv_32_a,ití ilú,adv,last year,LAST YEAR,N/A,,
adv_32_b,íti ilú,adv,last year,LAST YEAR,N/A,,
adv_33_a,íti itiyílš,adv,last month,LAST MONTH,N/A,,
n_296_a,íti itiyílš hál,n,last month of the year,LAST MONTH OF THE YEAR,inanimate,,
n_297_a,ití kimát,n,midnight,MIDNIGHT,inanimate,,
adv_34_a,ití máŋ,adv,all night,ALL NIGHT,N/A,,
adv_35_a,ití máŋ moˑn,adv,all night long,ALL LONG,N/A,,
adv_36_a,íti tém,adv,day before yesterday,DAY YESTERDAY,N/A,,
v_158_a,ítikómš,v,to hang something in front,HANG_IN_FRONT,intransitive,,
v_159_a,ítiwáŋ,v,to govern,GOVERN,intransitive,,
v_160_a,ítiwáŋ,v,to act as a chief,ACT_AS_CHIEF,intransitive,,
n_298_a,itiwáŋ hokwáŋš,n,war chief,WAR CHIEF,animate,,
n_299_a,itiyílš,n,moon,MOON,inanimate,,
n_300_a,itiyílš,n,month,MONTH,inanimate,,
n_301_a,itiyílš íl,n,new moon,NEW MOON,inanimate,,
adj_61_a,itiyílš péh,adj,half moon,HALF_MOON,N/A,,
n_302_a,itiyílš púk,n,full moon,FULL MOON,inanimate,,
v_157_b,itókiš,v,to ride something (cf. itéw),RIDE,transitive,,
v_161_a,itólš,v,to put something in order,PUT_IN_ORDER,transitive,,
v_108_b,itólš,v,to arrange something,ARRANGE,transitive,,
v_162_a,itúl,v,to place something,PLACE,transitive,,
v_163_a,itúl,v,to put something,PUT,transitive,,
v_164_a,iwá·t,v,to move hither,HITHER,intransitive,,
n_303_a,iwál,n,"shell, open",SHELL,inanimate,,
v_165_a,iwáŋš,v,to shake,SHAKE,intransitive,,
v_45_b,iwáŋš,v,to wiggle,WIGGLE,intransitive,,
n_304_a,iwéw,n,copy,COPY,inanimate,,
n_305_a,iwéw šakyúlš,n,portrait,PORTRAIT,inanimate,,
v_166_a,iwéwš,v,to imitate someone,IMITATE,transitive,,
v_167_a,iwéwš,v,to make fun of someone,MAKE_FUN_OF,transitive,,
v_168_a,iwewyúlš,v,to make a life-like drawing,LIFELIKE_DRAW,intransitive,,
v_161_b,iwíl,v,to put something in order,PUT_IN_ORDER,transitive,,
adj_62_a,íwš,adj,angry,ANGRY,N/A,,
n_306_a,iyáŋ,n,there,THERE,inanimate,,
v_169_a,iyàšk,v,to dampen something,DAMPEN,transitive,,
v_170_a,iyáw,v,to hoist something,HOIST,transitive,,
v_171_a,iyáw,v,to lift something,LIFT,transitive,,
adj_63_a,iyé,adj,more,MORE,N/A,,
v_172_a,iyéc,v,"to rise, of the sun",RISE,intransitive,,
n_206_b,iyécne,n,sunrise,SUNRISE,inanimate,,
v_173_a,ká,v,to do something,DO,transitive,,
v_174_a,ká,v,to make something,MAKE,transitive,,
v_175_a,ká,v,to cause someone to do something,MAKE_DO,transitive,,
adj_64_a,ká·ce,adj,ugly (pl kacká·ce),UGLY,N/A,,
n_307_a,ká·k,n,crow,CROW,animate,,
n_308_a,ká·k,n,raven,RAVEN,animate,,
adj_65_a,kackác,adj,smooth,SMOOTH,N/A,,
adj_66_a,kackác,adj,polished,POLISHED,N/A,,
v_176_a,kackáciš,v,to plane something,PLANE,transitive,,
n_309_a,káhune,n,seat,SEAT,inanimate,,
n_310_a,kák,n,forest,FOREST,animate,,
n_311_a,kák hicóm,n,woody island,WOODY ISLAND,inanimate,,
n_312_a,kák hicón,n,small wooded island,SMALL WOODED ISLAND,inanimate,,
n_313_a,kakáw,n,sun,SUN,inanimate,,
n_314_a,kakáw hicón,n,star,STAR,inanimate,,
n_315_a,kakáw hiwéwš páˑš,n,watch cover,WATCH COVER,inanimate,,
n_316_a,kakáw hiwéwšne,n,watch,WATCH,inanimate,,
n_317_a,kakáw hiwéwšne,n,clock,CLOCK,inanimate,,
n_315_b,kakáw hiwéwšne pác,n,watch cover,WATCH COVER,inanimate,,
n_318_a,kákip hiyén,n,opossum,OPOSSUM,animate,,
n_319_a,kakók,n,fence,FENCE,inanimate,,
n_320_a,kakók áŋkat,n,gate,GATE,inanimate,,
n_321_a,kakók tím,n,picket fence,PICKET FENCE,inanimate,,
n_322_a,kakók tím,n,garden,GARDEN,inanimate,,
n_323_a,kál,n,cane mat,CANE MAT,inanimate,,
n_324_a,Kalnáw,n,man’s proper name,MAN’S PROPER NAME,"proper, animate",,
n_254_c,Kálnáw,n,man’s personal name,MAN’S PERSONAL NAME,"proper, animate",,
n_325_a,kamcíš,n,dragonfly,DRAGONFLY,animate,,
v_177_a,kamkámš,v,to stick out,STICK_OUT,intransitive,,
v_178_a,kamkámš,v,to spread out,SPREAD_OUT,intransitive,,
v_179_a,kámš,v,to cause to put something in (pl object),MAKE_PUT_IN,"transitive, PL_OBJ",,
v_180_a,kámš,v,to scratch something, to scrape something,SCRATCH,transitive,
n_326_a,kán,n,home,HOME,inanimate,,
v_181_a,kán,v,"to roar, of thunder",THUNDER,intransitive,,
n_327_a,kanán,n,turtle,TURTLE,animate,,
n_328_a,kanán iká·t,n,turtle’s flippers,TURTLE’S FLIPPERS,animate,,
n_329_a,kanán tál,n,turtleshell,TURTLESHELL,animate,,
n_330_a,kancáw,n,hoe,HOE,inanimate,,
n_331_a,kaŋšínkš,n,live oak,LIVE OAK,animate,,
n_332_a,kaŋšínkš néš,n,live oak tree,LIVE OAK TREE,animate,,
v_163_b,káp,v,to put something,PUT,transitive,,
n_333_a,kapí,n,coffee,COFFEE,inanimate,,
n_334_a,kapí icáyne,n,coffee parching pan,COFFEE PARCHING PAN,inanimate,,
n_335_a,kapí líline,n,coffee grinder,COFFEE GRINDER,inanimate,,
n_336_a,kapí óc,n,coffee grounds,COFFEE GROUNDS,inanimate,,
n_34_b,kapó,n,cup,CUP,inanimate,,
n_337_a,kapó ámšnan,n,drinking cup,DRINKING CUP,inanimate,,
adj_67_a,káš,adj,high tide,HIGH_TIDE,N/A,,
adj_68_a,káš,adj,"deep, of water",DEEP_WATER,N/A,,
n_338_a,kát,n,mouth,MOUTH,animate,,
n_339_a,kathópš,n,waterlily,WATERLILY,animate,,
n_340_a,katkéš,n,bridle,BRIDLE,inanimate,,
n_341_a,katkéš óˑ,n,rope of horsehair made into a bridle,ROPE OF HORSEHAIR MADE INTO A BRIDLE,inanimate,,
n_342_a,kátkoš,n,eagle,EAGLE,animate,,
n_343_a,Kátkošyók,n,man’s personal name (‘Singing Eagle”),MAN’S PERSONAL NAME (‘SINGING EAGLE”),"proper, animate",,
n_344_a,Kátkošyók Táy,n,Calcasieu River,CALCASIEU RIVER,"proper, animate",,
n_345_a,katnáw,n,beard,BEARD,animate,,
n_346_a,katnáw,n,moustache,MOUSTACHE,animate,,
n_347_a,katnáw hatlášne,n,razor,RAZOR,inanimate,,
n_348_a,kató,n,lip,LIP,animate,,
n_349_a,kató né,n,lower lip,LOWER LIP,animate,,
n_350_a,kató óci,n,upper lip,UPPER LIP,animate,,
n_351_a,katókock,n,harelip,HARELIP,animate,,
n_352_a,katpá,n,trout,TROUT,"PL, animate",,
n_352_b,katpák,n,trout,TROUT,"SG, animate",,
n_353_a,katpíš,n,person with a twisted lip,PERSON WITH A TWISTED LIP,animate,,
v_182_a,kattó·c,v,to kiss something,KISS,transitive,,
n_354_a,kattó·c,n,a kiss,A KISS,inanimate,,
n_355_a,katúc,n,beak of a bird,BEAK OF A BIRD,animate,,
n_356_a,katúc,n,bill of a bird,BILL OF A BIRD,animate,,
v_183_a,káw,v,to put something in,PUT_IN,transitive,,
v_184_a,káw,v,to die (sg) (pl. píhk),OUTDOORS,"intransitive, SG_SUBJ",,
v_185_a,káw,v,to fly,FLY,intransitive,,
n_357_a,kawkáw,n,water,WATER,inanimate,,
n_358_a,kawkáw,n,rain,RAIN,intransitive,,
n_359_a,kawkáw ámne,n,drinking water,DRINKING WATER,inanimate,,
n_360_a,kawkáw hé,n,seawater,SEAWATER,inanimate,,
n_361_a,kawkáw himáŋ,n,cologne,COLOGNE,inanimate,,
n_362_a,kawkáw ikí·kšne,n,gutter,GUTTER,inanimate,,
n_363_a,kawkáw ikí·kšne,n,ditch,DITCH,inanimate,,
n_364_a,kawkáw ikíˑkne,n,eaves,EAVES,inanimate,,
n_365_a,kawkáw káš,n,high water,HIGH WATER,inanimate,,
n_366_a,kawkáw káš,n,high tide,HIGH TIDE,inanimate,,
adj_69_a,kawkáw káw,adj,thirsty,THIRSTY,N/A,,
n_367_a,kawkáw kúc,n,red wine,RED WINE,inanimate,,
n_368_a,kawkáw kúc,n,claret,CLARET,inanimate,,
n_369_a,kawkáw náwne,n,rainwater tub,RAINWATER TUB,inanimate,,
n_370_a,kawkáw océh,n,water snake,WATER SNAKE,animate,,
n_371_a,kawkáw onpác,n,vinegar,VINEGAR,inanimate,,
n_372_a,kawkáw onpác,n,root beer,ROOT BEER,inanimate,,
adj_69_b,kawkáw píhk,adj,thirsty (pl) (sg kawkáw káw),THIRSTY,PL,,
n_373_a,kawkáw tehóp,n,well,WELL,inanimate,,
n_374_a,káwnan,n,sack,SACK,inanimate,,
n_375_a,káwnan,n,bag,BAG,inanimate,,
n_376_a,káwnan,n,sheath,SHEATH,inanimate,,
n_377_a,káwnan,n,case,CASE,inanimate,,
v_179_b,káwš,v,to cause to put something in (sg. obj),MAKE_PUT_IN,"transitive, SG_OBJ",,
n_378_a,káwš,n,cork,CORK,inanimate,,
v_186_a,káwš,v,to comb something,COMB,transitive,,
n_379_a,káwš,n,handle,HANDLE,inanimate,,
n_380_a,káwšne,n,comb,COMB,inanimate,,
conj_1_a,káy,conj,and then,AND_THEN,N/A,,
v_187_a,káyš,v,to mend something,MEND,transitive,,
v_188_a,ké,v,to have something (neg. háhš),HAVE,transitive,,
v_189_a,ké·t,v,to sit,SIT,"intransitive, SG_SUBJ",,
v_190_a,ké·t,v,to remain,REMAIN,"intransitive, SG_SUBJ",,
v_191_a,ké·t,v,to stay,STAY,"intransitive, SG_SUBJ",,
v_192_a,ké·t,v,to dwell,DWELL,"intransitive, SG_SUBJ",,
n_381_a,kéc,n,liver,LIVER,animate,,
n_382_a,kelakwác,n,bottle,BOTTLE,inanimate,,
n_182_b,kelé·t,n,aunt,AUNT,animate,,
v_193_a,kémš,v,to row,ROW,intransitive,,
n_383_a,keš,n,women,WOMAN,"PL, animate",,
n_384_a,keš,n,females,FEMALE,"PL, animate",,
n_385_a,kéšeš ikunyúc,n,girls,GIRL,"PL, animate",,
n_386_a,kešéš nómš,n,little girls,LITTLE GIRLS,animate,,
n_387_a,keškopkóp,n,old women,OLD WOMAN,"PL, animate",,
n_388_a,kicá·k ám hitéw,n,whiskey or brandy drinker,WHISKEY OR BRANDY DRINKER,inanimate,,
adj_70_a,kicá·k amkáw,adj,drunk (var. kicá·k káw),DRUNK,N/A,,
adj_70_b,kicá·k káw,adj,drunk (sg) (var. kicá·k amkáw),DRUNK,SG,,
adj_70_c,kicá·k píhk,adj,drunk (pl),DRUNK,PL,,
n_389_a,kicáˑk,n,whiskey,WHISKEY,inanimate,,
n_390_a,kicáˑk,n,alcoholic beverage,ALCOHOLIC BEVERAGE,inanimate,,
n_391_a,kicáˑk hé,n,lager beer,LAGER BEER,inanimate,,
adj_71_a,kicáw,adj,"settled, of muddied water",SETTLED,inanimate,,
n_392_a,kicóŋš,n,fire,FIRE,inanimate,,
n_393_a,kicóŋš,n,coals,COALS,inanimate,,
n_394_a,kicóŋš,n,gunpowder,GUNPOWDER,inanimate,,
n_395_a,kicóŋš hipál,n,hearth,HEARTH,inanimate,,
n_396_a,kicóŋš hipál,n,fireplace,FIREPLACE,inanimate,,
n_397_a,kicóŋš híšne,n,poker,POKER,inanimate,,
n_398_a,kicóŋškin hitúltne,n,something to be put into the fire,SOMETHING TO BE PUT INTO THE FIRE,inanimate,,
n_399_a,kihipáhš,n,horizontal design,HORIZONTAL DESIGN,inanimate,,
intj_3_a,kíka,intj,look!,LOOK!,N/A,,
intj_4_a,kíka,intj,see!,SEE!,N/A,,
intj_5_a,kíka,intj,behold!,BEHOLD!,N/A,,
n_400_a,Kilétkíš,n,proper name of a woman,PROPER NAME OF A WOMAN,"proper, animate",,
n_401_a,kimá·t,n,peas,PEAS,animate,,
n_402_a,kimá·t,n,beans,BEANS,animate,,
n_403_a,kimá·t tál,n,pod of beans or peas,POD OF BEANS OR PEAS,animate,,
n_404_a,kimát,n,middle,MIDDLE,inanimate,,
v_194_a,kimíŋ,v,to breathe,NEVER,intransitive,,
n_405_a,kimíŋne,n,windpipe,WINDPIPE,animate,,
adv_37_a,kinál,adv,astride,ASTRIDE,N/A,,
adj_72_a,kiné,adj,next,NEXT,N/A,,
v_195_a,kíni,v,to whet something,WHET,transitive,,
n_406_a,kíŋ,n,pet,PET,"SG, animate",,
v_196_a,kíŋhiš,v,to iron something,IRON,transitive,,
v_197_a,kíŋš,v,to saw something,SAW,transitive,,
n_407_a,kipáco,n,gourd,GOURD,animate,,
n_408_a,kipáco šoŋšóŋiš,n,gourd rattle,GOURD RATTLE,inanimate,,
n_383_b,kíš,n,woman,WOMAN,"SG, animate",,
n_384_b,kíš,n,female,FEMALE,"SG, animate",,
n_385_b,kíš ikunyúc,n,girl,GIRL,"SG, animate",,
n_409_a,kíš ikunyúc wáši,n,unmarried woman,UNMARRIED WOMAN,animate,,
n_385_c,kíš iškalít,n,girl,GIRL,animate,,
n_410_a,kišáŋ,n,"lid, of the eye","LID, OF THE EYE",animate,,
n_411_a,Kiškicáw,n,woman’s proper name,WOMAN’S PROPER NAME,"proper, animate",,
n_387_b,kiškóp,n,old woman,OLD WOMAN,"SG, animate",,
